3, 0.438300
5, 0.399400
7, 0.395400
9, 0.384800
11, 0.374100
13, 0.355000
15, 0.347100
17, 0.331700
19, 0.332300
21, 0.315900
23, 0.325900
25, 0.339100
27, 0.348100
29, 0.359700
31, 0.370900
33, 0.381700
35, 0.395500
37, 0.399300
39, 0.411000
41, 0.432600
43, 0.439200
45, 0.452900
47, 0.459700
49, 0.473800
51, 0.483900
53, 0.495800
55, 0.503900
57, 0.517700
59, 0.530400
61, 0.539400
63, 0.558900
65, 0.568000
67, 0.577100
69, 0.588000
71, 0.599600
73, 0.619200
75, 0.621900
77, 0.634400
79, 0.644000
81, 0.656700
83, 0.695000
85, 0.683900
87, 0.689600
89, 0.702700
91, 0.715300
93, 0.727200
95, 0.739300
97, 0.749100
99, 0.761600
101, 0.775800
103, 0.785400
105, 0.793500
107, 0.804600
109, 0.821000
111, 0.831000
113, 0.844000
115, 0.859300
117, 0.868800
119, 0.884900
121, 0.887300
123, 0.904500
125, 0.918700
127, 0.922500
129, 0.932400
131, 0.943800
133, 0.959200
135, 0.969000
137, 0.980100
139, 0.991100
141, 1.012500
143, 1.013400
145, 1.028900
147, 1.045100
149, 1.046400
151, 1.060000
153, 1.069200
155, 1.087300
157, 1.093500
159, 1.107400
161, 1.121500
163, 1.128800
165, 1.138300
167, 1.153000
169, 1.167700
171, 1.179000
173, 1.188400
175, 1.204100
177, 1.228400
179, 1.233700
181, 1.243300
183, 1.245300
185, 1.256000
187, 1.271900
189, 1.284900
191, 1.292400
193, 1.302800
195, 1.310700
197, 1.324700
199, 1.332700
201, 1.348400
203, 1.358100
205, 1.372500
207, 1.443500
209, 1.582300
211, 1.592000
213, 1.608100
215, 1.622800
217, 1.641100
219, 1.642500
221, 1.658700
223, 1.671600
225, 1.684700
227, 1.699300
229, 1.970700
231, 1.980000
233, 2.039200
235, 2.338700
237, 2.395000
239, 2.278800
241, 2.070600
243, 2.052900
245, 1.809600
247, 1.829000
249, 1.838700
251, 1.862000
253, 1.862700
255, 1.889300
257, 1.902400
259, 1.929500
261, 1.920400
263, 1.833300
265, 1.713300
267, 1.731400
269, 1.750300
271, 1.752900
273, 1.764400
275, 1.774300
277, 1.794600
279, 1.796500
281, 1.818300
283, 1.820900
285, 1.839000
287, 1.850400
289, 1.862600
291, 1.874100
293, 1.885900
295, 1.888800
297, 1.905700
299, 1.920600
301, 1.931700
303, 1.943800
305, 1.949200
307, 1.962900
309, 1.975100
311, 1.988200
313, 2.006700
315, 2.007900
317, 2.020400
319, 2.028300
321, 2.046100
323, 2.056800
325, 2.057600
327, 2.071300
329, 2.083400
331, 2.100800
333, 2.116900
335, 2.125600
337, 2.134700
339, 2.143400
341, 2.168000
343, 2.167900
345, 2.193500
347, 2.200500
349, 2.205400
351, 2.213400
353, 2.234600
355, 2.244400
357, 2.279500
359, 2.267700
361, 2.272700
363, 2.279600
365, 2.304100
367, 2.303200
369, 2.336800
371, 2.365900
373, 2.359700
375, 2.356900
377, 2.378100
379, 2.382300
381, 2.404100
383, 2.393700
385, 2.417500
387, 2.424100
389, 2.435200
391, 2.443900
393, 2.445300
395, 2.464200
397, 2.491600
399, 2.499600
401, 2.512900
403, 2.514400
405, 2.520500
407, 2.528900
409, 2.528500
411, 2.543200
413, 2.562700
415, 2.586400
417, 2.605900
419, 2.605200
421, 2.609000
423, 2.624900
425, 2.635500
427, 2.641400
429, 2.658800
431, 2.675600
433, 2.702600
435, 2.715700
437, 2.713000
439, 2.718300
441, 2.727200
443, 2.736400
445, 2.737300
447, 2.755200
449, 2.768000
451, 2.793400
453, 2.810200
455, 2.826600
457, 2.835500
459, 2.836500
461, 2.851100
463, 2.865700
465, 2.854000
467, 3.155600
469, 3.014200
471, 3.018600
473, 3.076200
475, 2.963300
477, 2.953400
479, 2.978400
481, 2.973700
483, 2.987500
485, 3.008600
487, 3.134600
489, 3.413700
491, 3.408900
493, 3.456600
495, 3.432100
497, 3.469300
499, 3.510600
501, 3.521400
503, 3.530200
505, 3.837400
507, 4.069400
509, 4.053600
511, 4.761600
513, 5.485100
515, 4.843800
517, 4.734200
519, 4.173100
521, 4.059900
523, 3.640300
525, 3.664300
527, 3.674200
529, 3.668100
531, 3.508600
533, 3.254700
535, 3.304100
537, 3.292800
539, 3.288900
541, 3.300600
543, 3.305700
545, 3.317700
547, 3.352100
549, 3.357000
551, 3.391000
553, 3.399500
555, 3.415000
557, 3.407900
559, 3.427400
561, 3.413000
563, 3.416200
565, 3.443700
567, 3.443600
569, 3.443500
571, 3.455900
573, 3.472000
575, 3.478600
577, 3.503700
579, 3.510000
581, 3.520300
583, 3.534400
585, 3.573500
587, 3.588900
589, 3.614900
591, 3.630600
593, 3.633000
595, 
